name,province,region,country
J. Lohr,California,Napa Valley,US
Weingut Am Stein,Franken,,Germany
Hooker,California,Knights Valley,US
Le Petit Panier,France Other,Vin de France,France
Abbeyville,California,North Coast,US
Alexander Valley Vineyards,California,Dry Creek Valley,US
Castello di Monastero,Tuscany,Morellino di Scansano,Italy
Veramar,Virginia,Virginia,US
Ghost Pines,California,Sonoma County-Monterey County-Napa County,US
Neal Family,California,Napa Valley,US
Plan B,California,Santa Ynez Valley,US
Remy-Pannier,Loire Valley,Rosé d'Anjou,France
Domaine de la Grange,Loire Valley,Vin de Pays du Val de Loire,France
Pedro Escudero,Northern Spain,Rueda,Spain
Rios de Tinta,Northern Spain,Ribera del Duero,Spain
Rocca di Montegrossi,Tuscany,Chianti Classico,Italy
The Federalist,California,Russian River Valley,US
Sbragia,California,Napa Valley,US
Stephen & Walker,California,Monterey,US
Elio Altare,Piedmont,Barolo,Italy
Vietti,Piedmont,Barbaresco,Italy
Wolf Family,California,Napa Valley,US
Giacosa Fratelli,Piedmont,Barolo,Italy
Anomaly,California,St. Helena,US
Cellers Melis,Catalonia,Priorat,Spain
Sbragia,California,Sonoma Valley,US
Weingut Christ,Wiener Gemischter Satz,,Austria
Le Pianelle,Piedmont,Coste della Sesia,Italy
Fulcrum,California,Russian River Valley,US
Garber & Goltz,Wachau,,Austria
Hirsch,Niederösterreich,,Austria
Kynsi,California,Santa Maria Valley,US
Lea,California,Santa Barbara County,US
MacRostie,California,Russian River Valley,US
Muscardini,California,Sonoma Valley,US
Peace Water,California,Napa Valley,US
Prieler,Burgenland,,Austria
Aigner,Kremstal,,Austria
Anthony Nappa,New York,New York,US
Bodkin,California,Dry Creek Valley,US
Gotham,South Australia,South Australia,Australia
Laguna de la Nava,Central Spain,Valdepeñas,Spain
Ackerman,Loire Valley,Crémant de Loire,France
Anterra,Northeastern Italy,Delle Venezie,Italy
Bel Lago,Michigan,Leelanau Peninsula,US
Byington,California,Santa Cruz Mountains,US
Castel Firmian,Northeastern Italy,Trentino,Italy
Isidoro Polencic,Northeastern Italy,Collio,Italy
Sant Rafel,Catalonia,Montsant,Spain
Manifesto!,California,California,US
Quattrocchi,Mendoza Province,Mendoza,Argentina
Comartin,California,Ballard Canyon,US
Domaine Charles Frey,Alsace,Crémant d'Alsace,France
Companhia das Quintas,Douro,,Portugal
Agustí Torelló Mata,Catalonia,Cava,Spain
Armida,California,Russian River Valley,US
Black Cordon,California,Napa Valley,US
Quarles Harris,Port,,Portugal
René Muré,Alsace,Crémant d'Alsace,France
Robert Biale,California,St. Helena,US
Site,California,Ballard Canyon,US
Animale,Washington,Washington,US
Bodegas Carchelo,Levante,Jumilla,Spain
Château l'Afrique,Provence,Côtes de Provence,France
Château les Ancres,Bordeaux,Bordeaux,France
Clos Solène,California,Paso Robles,US
Envy,California,Calistoga,US
Fattoria Giuseppe Savini,Central Italy,Montepulciano d'Abruzzo,Italy
Finca Valpiedra,Northern Spain,Rioja,Spain
J. Rochioli,California,Russian River Valley,US
Kimmel,California,Mendocino County,US
Drei Donà Tenuta La Palazza,Central Italy,Forlì,Italy
Rancho Zabaco,California,Dry Creek Valley,US
Umberto Cesari,Central Italy,Rubicone,Italy
Terre de la Custodia,Central Italy,Colli Martani,Italy
Alma Negra,Mendoza Province,Mendoza,Argentina
Château Mirambeau Papin,Bordeaux,Bordeaux Supérieur,France
Domaine de Gournier,Rhône Valley,Cévennes,France
VIgnobles Ducourt,Bordeaux,Bordeaux,France
Reginato,Mendoza Province,Mendoza,Argentina
Zagarrón,Central Spain,La Mancha,Spain
La Battagliola,Central Italy,Lambrusco Grasparossa di Castelvetro,Italy
Blanco Nieva,Northern Spain,Rueda,Spain
Don Leta,Mendoza Province,Mendoza,Argentina
Ginestet,Bordeaux,Bordeaux,France
Pagos Familia Langa,Northern Spain,Calatayud,Spain
Schäfer,Rheinhessen,,Germany
Signaterra Benziger,California,Sonoma Coast,US
Terre di Giurfo,Sicily & Sardinia,Vittoria Frappato,Italy
Keuka Spring,New York,New York,US
Louis Latour,Burgundy,Chambolle-Musigny,France
Louis Latour,Burgundy,Pernand-Vergelesses,France
Domaine Faiveley,Burgundy,Mercurey,France
Domaine Jean Petitot et Fils,Burgundy,Savigny-lès-Beaune,France
Domaine Perraud,Burgundy,Mâcon La Roche Vineuse,France
Chateau Chantal,Michigan,Old Mission Peninsula,US
Robert Klingenfus,Alsace,Alsace,France
Shenandoah Vineyards,Virginia,Shenandoah Valley,US
Valmiñor,Galicia,Rías Baixas,Spain
Vermeil,California,Napa Valley,US
Vignobles de Balma Venitia,Rhône Valley,Muscat de Beaumes de Venise,France
Viña Maipu,Mendoza Province,Mendoza,Argentina
Arregi,Northern Spain,Getariako Txakolina,Spain
Bluenose,California,Dry Creek Valley,US
Campos de Luz,Northern Spain,Cariñena,Spain
El Hada,Northern Spain,Rueda,Spain
Francis Ford Coppola,California,Sonoma County,US
Avide,Italy Other,Vino Spumante,Italy
Bonpas,Rhône Valley,Côtes du Rhône,France
Cesca Vicent,Catalonia,Priorat,Spain
South Coast,California,Temecula Valley,US
Clavo Cellars,California,Paso Robles,US
Et Fille,Oregon,Dundee Hills,US
Pata Negra,Central Spain,Valdepeñas,Spain
Manolesaki,Drama,,Greece
Señorio de Valdiestro,Northern Spain,Rioja,Spain
G&M; Machmer,Rheinhessen,,Germany
Perticaia,Central Italy,Umbria,Italy
Gypsy Canyon,California,Sta. Rita Hills,US
Domaine Sainte Léocadie,Languedoc-Roussillon,Minervois,France
Estate Constantin Gofas,Korinthia,,Greece
Hawks View,Oregon,Chehalem Mountains,US
Château la Rayre,Southwest France,Bergerac,France
I'M,Oregon,Willamette Valley,US
Joel Gott,California,Knights Valley,US
Nuthatch Cellars,Oregon,Columbia Valley (OR),US
Arista,California,Sonoma Coast,US
Oakville East,California,Oakville,US
Quintarelli,Veneto,Amarone della Valpolicella Classico,Italy
Aldegheri,Veneto,Amarone della Valpolicella,Italy
Domaine Drouhin-Laroze,Burgundy,Chambertin Clos de Bèze,France
Domaine Vincent Girardin,Burgundy,Puligny-Montrachet,France
Soos Creek,Washington,Red Mountain,US
Speri,Veneto,Amarone della Valpolicella Classico,Italy
Domaine Faiveley,Burgundy,Corton,France
Domaine Vincent Girardin,Burgundy,Charmes-Chambertin,France
Domaine Vincent Girardin,Burgundy,Echézeaux,France
Domaines Devillard,Burgundy,Echézeaux,France
Prinz von Hessen,Rheingau,,Germany
Rio Alto,Aconcagua Valley,,Chile
Caves Dom Teodosio,Tejo,,Portugal
David Hill,Oregon,Willamette Valley,US
Alphart,Thermenregion,,Austria
Bernhard Ott,Niederösterreich,,Austria
Casale Daviddi,Tuscany,Rosso di Montepulciano,Italy
Claiborne & Churchill,California,Arroyo Grande Valley,US
Davis Estates,California,Napa Valley,US
Michael Fröhlich,Franken,,Germany
Nittardi,Tuscany,Chianti Classico,Italy
Pargua,Maipo Valley,,Chile
Rock Wall,California,Rockpile,US
Shafer,California,Napa Valley,US
29 & Oak Wines,California,Napa Valley,US
Animale,Oregon,Willamette Valley,US
Barton & Guestier,Bordeaux,Bordeaux Blanc,France
Board Track Racer,Washington,Yakima Valley,US
Brick & Mortar,California,Napa Valley,US
Sueño,Central Spain,Ribera del Júcar,Spain
Allimant-Laugner,Alsace,Alsace,France
Angels & Cowboys,California,Sonoma County,US
C R Graybehl,California,Dry Creek Valley,US
Cameron Hughes,California,Coombsville,US
Chacewater,California,Sierra Foothills,US
Château la Freynelle,Bordeaux,Bordeaux Blanc,France
Château Lamothe de Haux,Bordeaux,Bordeaux Blanc,France
Château Le Giron,Bordeaux,Bordeaux Blanc,France
Château Roc de Minvielle,Bordeaux,Bordeaux Blanc,France
Lo Domeni,Southwest France,Côtes du Lot,France
Barton & Guestier,Loire Valley,Rosé d'Anjou,France
Brooklyn Winery,California,Los Carneros,US
Dauny Père et Fils,Loire Valley,Sancerre,France
Paringa,South Australia,South Australia,Australia
Pumphouse,New York,North Fork of Long Island,US
Sauvion,Loire Valley,Rosé d'Anjou,France
Sibling Rivalry,Victoria,Yarra Valley,Australia
Rombauer,California,Carneros,US
Sequin,California,California,US
Siegel,Curicó Valley,,Chile
Angeline,California,Sonoma-Mendocino,US
Château K,Southwest France,Bergerac,France
Playtime,California,Lake County,US
Kalfu,Leyda Valley,,Chile
Domaines Barons de Rothschild (Lafite),Casablanca Valley,,Chile
Stella Bella,Western Australia,Margaret River,Australia
Josef Ehmoser,Wagram-Donauland,,Austria
Machherndl,Wachau,,Austria
Ray's Station Vineyards,California,Sonoma County,US
Azienda Agricola Cogno,Piedmont,Barbera d'Alba,Italy
Il Falchetto,Piedmont,Langhe,Italy
Fiore d'Arancio,California,California,US
Townshend,Washington,Yakima Valley,US
Principiano Ferdinando,Piedmont,Barbera d'Alba,Italy
Wolfberger,Alsace,Crémant d'Alsace,France
Artesa,California,Atlas Peak,US
Bodega Renacer,Casablanca Valley,,Chile
Charles de Cazanove,Champagne,Champagne,France
Corte Lenguin,Veneto,Valpolicella Classico Superiore Ripasso,Italy
J. de Telmont,Champagne,Champagne,France
La Giaretta,Veneto,Amarone della Valpolicella Classico,Italy
M. Cosentino,California,Napa Valley,US
Prager,California,California,US
Santa Carolina,Maipo Valley,,Chile
Seven of Hearts,Oregon,Columbia Valley (OR),US
Tedeschi,Veneto,Valpolicella Superiore Ripasso,Italy
Tommasi,Veneto,Valpolicella Classico Superiore Ripasso,Italy
Tommaso Bussola,Veneto,Amarone della Valpolicella Classico,Italy
Houdini,California,Napa Valley,US
Villa Monteleone,Veneto,Valpolicella Classico Superiore Ripasso,Italy
Seacampo,Dão,,Portugal
Tempus Cellars,Washington,Columbia Valley (WA),US
Tempus Cellars,Washington,Yakima Valley,US
Tenshen,California,Central Coast,US
Greek Wine Cellars,Peloponnese,,Greece
Koenig,Alsace,Alsace,France
Tsantali,Greece,,Greece
Undurraga,San Antonio,,Chile
Broadside,California,Central Coast,US
Château la Pointe,Bordeaux,Pomerol,France
DeLucia Vineyards,Southern Italy,Sannio,Italy
Egon Müller,Mosel-Saar-Ruwer,,Germany
L'Ostal Cazes,Languedoc-Roussillon,Minervois La Liviniere,France
L'Ostal Cazes,Languedoc-Roussillon,Minervois,France
Glen Carlou,Paarl,,South Africa
Château des Karantes,Languedoc-Roussillon,Coteaux du Languedoc,France
Château Haut-Beauséjour,Bordeaux,Saint-Estèphe,France
Chateau Rollat,Washington,Walla Walla Valley (WA),US
Crowded House,Marlborough,,New Zealand
Des Voigne Cellars,Washington,Walla Walla Valley (WA),US
Dr. Wagner,Mosel-Saar-Ruwer,,Germany
Kamiak,Washington,Yakima Valley,US
Lucien Lardy,Beaujolais,Beaujolais-Villages,France
Slow Press,California,Monterey County,US
Château de la Chaize,Beaujolais,Beaujolais Rosé,France
Daniel Belda,Levante,Valencia,Spain
Domaine des Nugues,Beaujolais,Beaujolais Blanc,France
Gancia,Veneto,Valdobbiadene Prosecco Superiore,Italy
Ambo Secco,Italy Other,Vino Spumante,Italy
Angosto,Levante,Valencia,Spain
Rivino,California,Mendocino,US
Rock Wall,California,Lake County,US
Rocky Hill,California,Sonoma Mountain,US
La Riva dei Frati,Veneto,Valdobbiadene Prosecco Superiore,Italy
Casa S.M. de Tourais,Dão,,Portugal
Casas del Toqui,Leyda Valley,,Chile
Château d'Azur,Provence,Var,France
Hayes Valley,California,Central Coast,US
Jean-Luc Colombo,Languedoc-Roussillon,Muscat de Rivesaltes,France
Le Bertille,Tuscany,Rosso di Montepulciano,Italy
Domaine des Marrans,Beaujolais,Beaujolais,France
Domaine des Terres Dorées,Beaujolais,Beaujolais,France
Domaine Michel Fonne,Alsace,Alsace,France
Florent Descombe,Beaujolais,Beaujolais-Villages,France
Vignerons des Pierres Dorées,Beaujolais,Beaujolais,France
Montemercurio,Tuscany,Rosso di Montepulciano,Italy
Il Falchetto,Piedmont,Barbera d'Asti,Italy
12 Linajes,Northern Spain,Rueda,Spain
4 Cellars,Washington,Columbia Valley (WA),US
Bersano,Piedmont,Barbera d'Asti Superiore,Italy
Boutinot,Burgundy,Bourgogne,France
Cerebella,Washington,Walla Walla Valley (WA),US
Domaine Saumaize-Michelin,Burgundy,Saint-Véran,France
Rabble,California,Paso Robles,US
Raphael Sallet,Burgundy,Mâcon-Uchizy,France
San Silvestro,Piedmont,Barbera d'Asti Superiore,Italy
SeaGlass,California,Santa Barbara County,US
Shooting Star,California,Mendocino County,US
Tenuta San Mauro,Piedmont,Barbera d'Asti Superiore,Italy
Joleté,Washington,Walla Walla Valley (WA),US
Kendall-Jackson,California,Santa Maria Valley,US
L. Tramier & Fils,Burgundy,Chambolle-Musigny,France
L. Tramier & Fils,Burgundy,Pouilly-Fuissé,France
Les Collines du Bourdic,Languedoc-Roussillon,Pays d'Oc,France
Citation,Oregon,Oregon,US
Falesco,Central Italy,Umbria,Italy
Filus,Mendoza Province,Uco Valley,Argentina
La Carraia,Central Italy,Orvieto Classico Superiore,Italy
La Zerba,Piedmont,Gavi,Italy
Leopard's Leap,Western Cape,,South Africa
Barberani,Central Italy,Umbria,Italy
Bastianich,Northeastern Italy,Colli Orientali del Friuli,Italy
Bouchard Finlayson,Western Cape,,South Africa
Cantarutti,Northeastern Italy,Friuli Grave,Italy
Cantine Lunae Bosoni,Northwestern Italy,Colli di Luni,Italy
Illahe,Oregon,Oregon,US
Josef Weger,Northeastern Italy,Alto Adige,Italy
La Canosa,Central Italy,Marche,Italy
Jaffurs,California,Santa Maria Valley,US
Martinelli,California,Sonoma Coast,US
Obrigado,Dão,,Portugal
Tenuta Cà Bolani,Northeastern Italy,Friuli Aquileia,Italy
Armanino Family Cellars,California,Russian River Valley,US
Dr. Nägler,Rheingau,,Germany
Domaine Claude Branger,Loire Valley,Muscadet Sèvre et Maine,France
Alexandre Monmousseau,Loire Valley,Vouvray,France
Ca' Lojera,Lombardy,Lugana,Italy
Schmitz 24 Brix,California,Sierra Foothills,US
Valley View,Oregon,Rogue Valley,US
Hey Mambo,California,California,US
Lestonnat,Bordeaux,Bordeaux Supérieur,France
Manos Negras,Mendoza Province,Mendoza,Argentina
Le Prince,Rhône Valley,Côtes du Rhône,France
Lexicon,Mendoza Province,Mendoza,Argentina
Ruca Malen,Mendoza Province,Mendoza,Argentina
Herdade do Rocim,Lisboa,,Portugal
La Montagne,California,Santa Barbara County,US
Magness,California,Napa Valley,US
Sivas-Sonoma,California,Sonoma County,US
Andriano,Northeastern Italy,Alto Adige,Italy
Bolla,Veneto,Soave Classico Superiore,Italy
Casal Paço Padreiro,Vinho Verde,,Portugal
Chartron et Trébuchet,Burgundy,Pouilly-Fuissé,France
Concha y Toro,San Clemente,,Chile
Domaine Luc et Lise Pavelot,Burgundy,Corton,France
Château de Vaudieu,Rhône Valley,Châteauneuf-du-Pape,France
Domaine de la Janasse,Rhône Valley,Châteauneuf-du-Pape,France
Domaine des Croix,Burgundy,Corton Grèves,France
Domaine Nicolas Rossignol,Burgundy,Volnay,France
Janzen,California,Oakville,US
Jean-Luc and Paul Aegerter,Burgundy,Corton-Charlemagne,France
Domaine des Croix,Burgundy,Corton,France
Domaine Marc Roy,Burgundy,Gevrey-Chambertin,France
Rocca,California,Napa Valley,US
Andrew Will,Washington,Horse Heaven Hills,US
Chateau Desmirail,Bordeaux,Margaux,France
Château Talbot,Bordeaux,Saint-Julien,France
Quinta de São José,Douro,,Portugal
Saffron Fields Vineyard,Oregon,Willamette Valley,US
Substance,Washington,Walla Walla Valley (WA),US
Alpha Crucis,South Australia,McLaren Vale,Australia
Glaetzer,South Australia,Barossa Valley,Australia
Kevin White,Washington,Yakima Valley,US
Lioco,California,Anderson Valley,US
Pelvillain Frères,Southwest France,Cahors,France
Maragas,Oregon,Applegate Valley,US
Mossback,California,Central Coast,US
Sant'Andrea in Colle,Tuscany,Chianti Classico,Italy
Elderton,South Australia,South Australia,Australia
Grÿphus,Maule Valley,,Chile
Valley View,Oregon,Oregon,US
Balderdash,California,Paso Robles,US
Conde Villar,Vinho Verde,,Portugal
Korbin Kameron,California,Moon Mountain District Sonoma County,US
Domaine le Roc,Southwest France,Fronton,France
Enoport,Tejo,,Portugal
V. Sattui,California,Howell Mountain,US
Viña Eguía,Northern Spain,Rioja,Spain
Wildling,Australia Other,Australia,Australia
Mont Paral,Catalonia,Cava,Spain
Marco Cecchini,Northeastern Italy,Venezia Giulia,Italy
Methven Family Vineyards,Oregon,Eola-Amity Hills,US
Vigneti Fantinel,Northeastern Italy,Friuli Grave,Italy
Zorzettig,Northeastern Italy,Colli Orientali del Friuli,Italy
Cantina San Martino,Northeastern Italy,Friuli Grave,Italy
Fabiano,Veneto,Rosso del Veronese,Italy
Scubia,Northeastern Italy,Colli Orientali del Friuli,Italy
Bodega del Sur,California,Calaveras County,US
Bray,California,Shenandoah Valley (CA),US
Château de L'Aumerade,Provence,Côtes de Provence,France
Grgich Hills,California,California,US
Marchesi di Barolo,Piedmont,Gavi,Italy
Premius,Bordeaux,Bordeaux,France
Seghesio,California,Dry Creek Valley,US
Château Trimoulet,Bordeaux,Saint-Émilion,France
Castle,California,Russian River Valley,US
Venus,California,Sonoma County,US
Vigil,California,California,US
Saxenburg Estate,Stellenbosch,,South Africa
Sobon Estate,California,Fiddletown,US
Stone Creek,California,California,US
Talus,California,California,US
Windsor,California,Mendocino,US
Domaine de Magalanne,Rhône Valley,Côtes du Rhône Villages,France
Quo,Northern Spain,Campo de Borja,Spain
J. Lohr,California,St. Helena,US
Terre de la Custodia,Central Italy,Montefalco Sagrantino,Italy
Vinum,California,Paso Robles,US
Binz,Rheinhessen,,Germany
Château Bois de Rolland,Bordeaux,Bordeaux Supérieur,France
Château du Grand Bos,Bordeaux,Graves,France
Château Magnol,Bordeaux,Médoc,France
Condé,Central Italy,Sangiovese di Romagna Superiore,Italy
Ecker,Weinland Österreich,,Austria
Fazi Battaglia,Central Italy,Verdicchio dei Castelli di Jesi,Italy
Lustig,Weinland Österreich,,Austria
MAD Wines,California,Chalk Hill,US
Roche,California,Sonoma Valley,US
Jacella,California,Sonoma Coast,US
Kirkland Signature,California,Rutherford,US
L'Amphore de Provence,Provence,Côtes de Provence,France
Zin 91,California,Paso Robles,US
Château Allégret,Bordeaux,Bordeaux Supérieur,France
Château Allégret,Bordeaux,Entre-Deux-Mers,France
Château Laubès,Bordeaux,Bordeaux,France
Cimarone,California,Happy Canyon of Santa Barbara,US
Cottonwood Winery of Oregon,Oregon,Willamette Valley,US
E. Pira e Figli (Chiara Boschis),Piedmont,Dolcetto d'Alba,Italy
F.lli Trinchero,Piedmont,Barbera d'Asti Superiore,Italy
Fulcrum,California,Anderson Valley,US
Grove Mill,Marlborough,,New Zealand
Solms-Delta,Western Cape,,South Africa
Tenuta Olim Bauda,Piedmont,Barbera d'Asti,Italy
Tre Donne,Piedmont,Barbera d'Alba,Italy
Maroon,California,Napa Valley,US
Martin's Rake,Marlborough,,New Zealand
Matua Valley,Marlborough,,New Zealand
Montalbera,Piedmont,Barbera del Monferrato,Italy
Pe're Alessandro,Piedmont,Dolcetto d'Alba,Italy
Agricola Sulin,Piedmont,Barbera del Monferrato,Italy
Arboleda,Casablanca Valley,,Chile
Paul Dolan,California,Potter Valley,US
Robert Ramsay,Washington,Horse Heaven Hills,US
Saget la Perrière,Loire Valley,Vouvray,France
Sarah's Vineyard,California,Chalone,US
Telaya,Washington,Columbia Valley (WA),US
Tormaresca,Southern Italy,Castel del Monte,Italy
Tormaresca,Southern Italy,Salento,Italy
Apollonio,Southern Italy,Copertino,Italy
Cantina del Pino,Piedmont,Dolcetto d'Alba,Italy
Cantine Paolo Leo,Southern Italy,Puglia,Italy
Kalaris,California,Napa Valley,US
Lee Family Farm,California,Alta Mesa,US
Vignobles Brumont,Southwest France,Madiran,France
Château de Gayon,Southwest France,Madiran,France
The Calling,California,Russian River Valley,US
Borgo del Tiglio,Northeastern Italy,Collio,Italy
Patricia Green Cellars,Oregon,Dundee Hills,US
Sbragia,California,Mount Veeder,US
Schramsberg,California,Carneros,US
Maetierra Dominum,Northern Spain,Rioja,Spain
Mad Hatter,California,Napa Valley,US
Massimo Penna,Piedmont,Barbaresco,Italy
Franco Conterno,Piedmont,Barolo,Italy
